Metric,Detail1,Detail2,Detail3,Detail4,Data Date (MM/DD/YYYY),GeographicLevel,GeographicName,Value_NUMBER,Units,MOST RECENT DATA,COVID Team,Date and time of update,Subgroup,Value_Text,URLLINK
Number of ventilators,Ventilators,In use,,,2/23/2021,State,Minnesota,414,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Central,21,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Metro,300,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Northeast,7,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Northwest,2,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,South Central,14,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Southeast,60,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,Southwest,10,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
Number of ventilators,Ventilators,In use,,,2/23/2021,Regional Health Care,West Central,0,Ventilators,1,Hospital Surge Capacity,2/23/2021,MNTrac,,https://www.health.state.mn.us/diseases/coronavirus/situation.html
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/15/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/16/2020,State,Minnesota,12114,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/17/2020,State,Minnesota,26965,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/18/2020,State,Minnesota,32128,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/19/2020,State,Minnesota,23391,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/20/2020,State,Minnesota,21048,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/21/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/22/2020,State,Minnesota,10943,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/23/2020,State,Minnesota,21415,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/24/2020,State,Minnesota,15589,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/25/2020,State,Minnesota,18344,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/26/2020,State,Minnesota,20473,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/27/2020,State,Minnesota,23304,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/28/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/29/2020,State,Minnesota,11599,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/30/2020,State,Minnesota,15872,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/31/2020,State,Minnesota,17182,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/1/2020,State,Minnesota,25434,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/2/2020,State,Minnesota,23364,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/3/2020,State,Minnesota,18958,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/4/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/5/2020,State,Minnesota,4015,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/6/2020,State,Minnesota,13925,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/7/2020,State,Minnesota,13363,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/8/2020,State,Minnesota,19471,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/9/2020,State,Minnesota,24143,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/10/2020,State,Minnesota,17902,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/11/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/12/2020,State,Minnesota,4029,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/13/2020,State,Minnesota,12337,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/14/2020,State,Minnesota,13320,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/15/2020,State,Minnesota,18272,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/16/2020,State,Minnesota,16954,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/17/2020,State,Minnesota,12236,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/18/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/19/2020,State,Minnesota,3247,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/20/2020,State,Minnesota,8625,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/21/2020,State,Minnesota,8620,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/22/2020,State,Minnesota,10670,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/23/2020,State,Minnesota,11392,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/24/2020,State,Minnesota,9461,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/25/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/26/2020,State,Minnesota,2993,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/27/2020,State,Minnesota,7462,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/28/2020,State,Minnesota,7975,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/29/2020,State,Minnesota,9826,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,4/30/2020,State,Minnesota,9870,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/1/2020,State,Minnesota,9110,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/2/2020,State,Minnesota,0,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/3/2020,State,Minnesota,3200,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/4/2020,State,Minnesota,7814,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/5/2020,State,Minnesota,6960,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/6/2020,State,Minnesota,8796,Accounts,1,Economic Security,5/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/7/2020,State,Minnesota,7825,Accounts,1,Economic Security,5/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/8/2020,State,Minnesota,6813,Accounts,1,Economic Security,5/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/9/2020,State,Minnesota,0,Accounts,1,Economic Security,5/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/10/2020,State,Minnesota,2878,Accounts,1,Economic Security,5/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/11/2020,State,Minnesota,6472,Accounts,1,Economic Security,5/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/12/2020,State,Minnesota,5534,Accounts,1,Economic Security,5/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/13/2020,State,Minnesota,7093,Accounts,1,Economic Security,5/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/14/2020,State,Minnesota,6439,Accounts,1,Economic Security,5/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/15/2020,State,Minnesota,5088,Accounts,1,Economic Security,5/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/16/2020,State,Minnesota,0,Accounts,1,Economic Security,5/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/17/2020,State,Minnesota,3112,Accounts,1,Economic Security,5/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/18/2020,State,Minnesota,4696,Accounts,1,Economic Security,5/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/19/2020,State,Minnesota,4325,Accounts,1,Economic Security,5/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/20/2020,State,Minnesota,4929,Accounts,1,Economic Security,5/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/21/2020,State,Minnesota,5196,Accounts,1,Economic Security,5/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/22/2020,State,Minnesota,4388,Accounts,1,Economic Security,5/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/23/2020,State,Minnesota,0,Accounts,1,Economic Security,5/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/24/2020,State,Minnesota,2042,Accounts,1,Economic Security,5/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/25/2020,State,Minnesota,2304,Accounts,1,Economic Security,5/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/26/2020,State,Minnesota,4595,Accounts,1,Economic Security,5/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/27/2020,State,Minnesota,4597,Accounts,1,Economic Security,5/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/28/2020,State,Minnesota,4498,Accounts,1,Economic Security,5/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/29/2020,State,Minnesota,3977,Accounts,1,Economic Security,5/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/30/2020,State,Minnesota,0,Accounts,1,Economic Security,5/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,5/31/2020,State,Minnesota,2254,Accounts,1,Economic Security,5/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/1/2020,State,Minnesota,5181,Accounts,1,Economic Security,5/31/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/2/2020,State,Minnesota,4118,Accounts,1,Economic Security,6/1/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/3/2020,State,Minnesota,5112,Accounts,1,Economic Security,6/2/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/4/2020,State,Minnesota,5844,Accounts,1,Economic Security,6/3/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/5/2020,State,Minnesota,5055,Accounts,1,Economic Security,6/4/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/6/2020,State,Minnesota,0,Accounts,1,Economic Security,6/5/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/7/2020,State,Minnesota,2642,Accounts,1,Economic Security,6/6/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/8/2020,State,Minnesota,4665,Accounts,1,Economic Security,6/7/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/9/2020,State,Minnesota,4028,Accounts,1,Economic Security,6/8/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/10/2020,State,Minnesota,4674,Accounts,1,Economic Security,6/9/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/11/2020,State,Minnesota,4368,Accounts,1,Economic Security,6/10/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/12/2020,State,Minnesota,3284,Accounts,1,Economic Security,6/11/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/13/2020,State,Minnesota,0,Accounts,1,Economic Security,6/12/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/14/2020,State,Minnesota,1896,Accounts,1,Economic Security,6/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/15/2020,State,Minnesota,3833,Accounts,1,Economic Security,6/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,6/16/2020,State,Minnesota,3180,Accounts,1,Economic Security,6/15/2020,,,https://mn.gov/deed/newscenter/covid/
